,2,180,367,527,679,858,1028,1209,1376,1533,1694,1877,2027,2181,2351,2507,2703,2882,3046,3221,3401,3577,3750,3923,4073,4228,4391,4573,4747,4920,5092,5261,5429,5576,5722,5905,6060,6246,6422,6597
american_bulldog,0.45546832701678397,0.9744798890429959,0.9752242631354122,0.9749380737286901,0.9761585456712859,0.9771892222902633,0.9779943414020749,0.9788060184436176,0.9788826072497506,0.9776336008195322,0.9777036516853933,0.9784146562670053,0.9779973895207906,0.9771549241697063,0.9763842032149236,0.9766536964980544,0.9771708982291445,0.975377107364685,0.975828729281768,0.9750539697769249,0.97568312860366,0.976658798846053,0.9774725274725274,0.9775021632535333,0.9776906843533313,0.9772296015180265,0.9756585528509503,0.9751508697195598,0.9735149451381007,0.9728744939271255,0.9734551784160139,0.9718177548144669,0.9719530851606323,0.9718853362734289,0.9724220623501199,0.9723905723905724,0.9721804511278196,0.972027972027972,0.9710743801652892,0.9672131147540983
wheaten_terrier,0.9729290741743367,0.988488210818308,0.9911718638758366,0.9918403030744573,0.990016390999851,0.9914268218003675,0.9908833700094309,0.9915871218249475,0.9906883937479215,0.9906095270616356,0.9910463483146067,0.9903863595138763,0.990863322767108,0.9915530812056057,0.991863464973209,0.9924226909686668,0.9912524002560273,0.9911268855368234,0.9903314917127072,0.990405372991125,0.9917272499373276,0.991607658012064,0.9920329670329671,0.992789154888953,0.9936689779921616,0.9930423782416192,0.9929976658886296,0.9939652112176074,0.993946273174423,0.9935222672064777,0.9934725848563969,0.9929544387036168,0.9943906170321265,0.9939360529217199,0.9946043165467626,0.9946127946127946,0.9939849624060151,0.9938811188811189,0.9958677685950413,0.9949558638083228
english_setter,0.9729290741743367,0.9732316227461858,0.9726612558735583,0.9877604546116858,0.9867381910296528,0.986068585425597,0.9845960389814524,0.985762821549911,0.9865314266711007,0.9871948096295031,0.9873595505617978,0.9865771812080537,0.9867611411523401,0.9865617200998272,0.9865052589799563,0.9868933032971534,0.9865585662470664,0.9864685004436557,0.9866482504604052,0.9877668505636843,0.9879669089997493,0.987673747705219,0.9873626373626374,0.9870204788001153,0.9858305697919807,0.9860847564832385,0.9853284428142715,0.984735534256301,0.9863791146424518,0.9866396761133603,0.9878154917319408,0.9873179896665101,0.9872514023457419,0.9867695700110254,0.9856115107913669,0.9858585858585859,0.9887218045112782,0.9868881118881119,0.9896694214876033,0.9924337957124842
Egyptian_Mau,0.9729290741743367,0.9837725381414701,0.9876121315677061,0.9863033658749818,0.9870362092087618,0.9862216778934476,0.9869537881169443,0.986733538262417,0.9863651479880279,0.9868533378862899,0.9870084269662921,0.9862144023217849,0.9862017527503263,0.9854098675369553,0.9853145465370113,0.9856645504812616,0.9852784296991679,0.9853593611357586,0.9854972375690608,0.9856080594866875,0.9867134620205565,0.98688696564385,0.9868131868131869,0.9870204788001153,0.9867350015073862,0.9864010120177104,0.9853284428142715,0.9850905218317358,0.9848656829360575,0.9870445344129555,0.9865100087032201,0.986378581493659,0.9867414584395716,0.9895259095920618,0.9892086330935251,0.98989898989899,0.9902255639097745,0.9895104895104895,0.9896694214876033,0.9886506935687264
Maine_Coon,0.5981321061180292,0.9730929264909848,0.9789263847358679,0.9777065423284278,0.9788407092832663,0.9768830373545622,0.977365608299277,0.9765410127811034,0.9762221483205853,0.9762677138466792,0.976123595505618,0.9762379829493923,0.9757598359127354,0.9750431944711077,0.9751934907719786,0.9752201515461806,0.9735438446767655,0.9749334516415262,0.9749079189686924,0.9752938354521468,0.9751817498119829,0.975347495410438,0.9769230769230769,0.9763484280357658,0.9755803436840519,0.9756483238456674,0.9749916638879627,0.9744408945686901,0.9746500189178964,0.9732793522267207,0.9760661444734552,0.973696571160169,0.972972972972973,0.9718853362734289,0.9718225419664268,0.9744107744107744,0.9729323308270676,0.9737762237762237,0.9741735537190083,0.9735182849936949
Bengal,0.9729290741743367,0.9730929264909848,0.9726612558735583,0.9721696051289523,0.9761585456712859,0.9767299448867116,0.9764225086450802,0.9760556544248503,0.9747256401729298,0.9749018268738262,0.9727879213483146,0.9727915835298385,0.9738952079060228,0.9731234401996545,0.974598134550506,0.972148269506451,0.9720503520375506,0.9733806566104702,0.9749079189686924,0.9736147757255936,0.9766858861870142,0.977445580907422,0.978021978021978,0.978367464666859,0.9785951160687368,0.9791271347248577,0.9786595531843948,0.9772807951721689,0.9772985244040863,0.977327935222672,0.9769364664926022,0.9783936120244247,0.9775624681285059,0.9785005512679162,0.9778177458033573,0.9777777777777777,0.9781954887218045,0.9807692307692307,0.9803719008264463,0.9823455233291298
shiba_inu,0.9729290741743367,0.9798890429958391,0.9810622241207462,0.9782893778231094,0.9773506183877216,0.9781077770973668,0.9800377239861678,0.9744377932373403,0.9803791153974061,0.9834386204541574,0.9866573033707865,0.9885724650825322,0.9869476039530114,0.9882894989441352,0.9904743004564398,0.990989146016793,0.9906123319820781,0.9911268855368234,0.9940147329650092,0.9925641640681219,0.9922286287290047,0.99213217938631,0.9920329670329671,0.9919238534756274,0.9921615917998191,0.9917773561037319,0.9916638879626543,0.9914802981895634,0.9920544835414302,0.9927125506072875,0.9934725848563969,0.9934241427900423,0.9933707292197859,0.9933847850055126,0.9928057553956835,0.9925925925925926,0.9917293233082707,0.9921328671328671,0.9917355371900827,0.9911727616645649
Sphynx,0.9729290741743367,0.9776699029126213,0.9837676206749253,0.9855748215066298,0.9849500819549992,0.984996938150643,0.9858535051870481,0.986409966024915,0.9863651479880279,0.9858289226566501,0.9850772471910112,0.9860330128786504,0.9862017527503263,0.9861777692455366,0.9863068069061321,0.9858693426172435,0.9861318540644335,0.9864685004436557,0.9861878453038674,0.9860877908371312,0.9862120832288794,0.985837922895358,0.9868131868131869,0.9864436111912316,0.9873379559843232,0.987033523086654,0.9873291097032344,0.9875754348597799,0.987892546348846,0.9890688259109311,0.9891209747606614,0.9901362141850634,0.9908210096889342,0.9911797133406836,0.9910071942446043,0.98989898989899,0.9894736842105263,0.9886363636363636,0.9927685950413223,0.9936948297604036
saint_bernard,0.9729290741743367,0.9808599167822469,0.9876121315677061,0.9908203409587644,0.9886753091938608,0.9912737293325169,0.9904118201823326,0.9909399773499433,0.9903558363817758,0.9887314324739628,0.988061797752809,0.9896608017413386,0.9893716203617379,0.9892493760798617,0.9896804921611431,0.9916035224247389,0.9908256880733946,0.9922360248447205,0.9919429097605893,0.9916047013672343,0.9917272499373276,0.99213217938631,0.9917582417582418,0.9916354196711855,0.9912571600844137,0.9920936116382036,0.9923307769256419,0.9921902733404331,0.9920544835414302,0.9914979757085021,0.9908616187989556,0.9920150305307656,0.9908210096889342,0.9900771775082691,0.9910071942446043,0.9905723905723905,0.9909774436090225,0.9912587412587412,0.9917355371900827,0.9911727616645649
